,Class,Cap-Shape,Cap-Surface,Cap-Color,Bruises,Odor,Gill-Attachment,Gill-Spacing,Gill-Size,Gill-Color,Stalk-Shape,Stalk-Root,Stalk-Surface-Above-Ring,Stalk-Surface-Below-Ring,Stalk-Color-Above-Ring,Stalk-Color-Below-Ring,Veil-Color,Ring-Number,Ring-Type,Spore-Print-Color,Population,Habitat
6537,edible,knobbed,smooth,white,no,none,free,crowded,broad,gray,enlarging,bulbous,smooth,silky,white,white,white,two,pendant,white,numerous,grasses
6538,poisonous,flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,white,white,one,evanescent,white,several,leaves
6539,poisonous,convex,smooth,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,white,white,one,evanescent,white,several,leaves
6540,poisonous,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,pink,white,one,evanescent,white,several,woods
6541,poisonous,flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,pink,white,one,evanescent,white,several,paths
6542,poisonous,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,white,white,one,evanescent,white,several,woods
6543,poisonous,convex,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,pink,white,one,evanescent,white,several,paths
6544,poisonous,flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,white,pink,white,one,evanescent,white,several,leaves
6545,poisonous,convex,smooth,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,pink,white,one,evanescent,white,several,leaves
6546,poisonous,knobbed,scaly,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,pink,white,one,evanescent,white,several,leaves
6547,poisonous,flat,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,pink,white,one,evanescent,white,several,woods
6548,poisonous,flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,pink,white,one,evanescent,white,several,leaves
6549,poisonous,flat,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,white,white,one,evanescent,white,several,leaves
6550,poisonous,flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,white,pink,white,one,evanescent,white,several,paths
6551,poisonous,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,equal,smooth,smooth,white,white,white,one,evanescent,white,several,paths
6552,poisonous,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,pink,white,one,evanescent,white,several,leaves
6553,poisonous,knobbed,scaly,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,white,white,one,evanescent,white,several,leaves
6554,poisonous,knobbed,scaly,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,white,white,one,evanescent,white,several,paths
6555,poisonous,flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,pink,white,one,evanescent,white,several,paths
6556,poisonous,convex,smooth,red,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,silky,white,pink,white,one,evanescent,white,several,woods
6557,poisonous,knobbed,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,white,white,one,evanescent,white,several,leaves
6558,poisonous,convex,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,pink,white,one,evanescent,white,several,paths
6559,poisonous,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,white,white,one,evanescent,white,several,woods
6560,poisonous,convex,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,white,white,one,evanescent,white,several,leaves
6561,poisonous,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,equal,smooth,silky,pink,white,white,one,evanescent,white,several,paths
6562,poisonous,convex,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,white,pink,white,one,evanescent,white,several,leaves
6563,poisonous,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,pink,white,one,evanescent,white,several,woods
6564,poisonous,convex,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,pink,white,one,evanescent,white,several,leaves
6565,poisonous,convex,smooth,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,white,white,one,evanescent,white,several,paths
6566,poisonous,convex,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,white,white,one,evanescent,white,several,woods
6567,poisonous,convex,smooth,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,pink,white,one,evanescent,white,several,paths
6568,poisonous,convex,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,white,white,one,evanescent,white,several,woods
6569,poisonous,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,white,white,one,evanescent,white,several,paths
6570,poisonous,flat,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,white,white,one,evanescent,white,several,woods
6571,poisonous,convex,smooth,red,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,silky,white,white,white,one,evanescent,white,several,woods
6572,poisonous,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,silky,white,white,white,one,evanescent,white,several,leaves
6573,poisonous,flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,equal,silky,smooth,white,white,white,one,evanescent,white,several,paths
6574,poisonous,flat,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,white,white,one,evanescent,white,several,leaves
6575,poisonous,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,white,pink,white,one,evanescent,white,several,woods
6576,poisonous,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,equal,smooth,silky,white,white,white,one,evanescent,white,several,paths
6577,poisonous,convex,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,pink,white,one,evanescent,white,several,paths
6578,poisonous,flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,pink,white,one,evanescent,white,several,leaves
6579,poisonous,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink,white,one,evanescent,white,several,woods
6580,poisonous,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,pink,white,one,evanescent,white,several,leaves
6581,poisonous,flat,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,white,white,one,evanescent,white,several,leaves
6582,poisonous,flat,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,white,white,one,evanescent,white,several,paths
6583,poisonous,flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,pink,white,one,evanescent,white,several,woods
6584,poisonous,flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,silky,white,pink,white,one,evanescent,white,several,woods
6585,poisonous,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,pink,white,one,evanescent,white,several,woods
6586,poisonous,flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,pink,white,one,evanescent,white,several,woods
6587,poisonous,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,white,white,one,evanescent,white,several,woods
6588,poisonous,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,pink,white,one,evanescent,white,several,woods
6589,poisonous,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,pink,white,one,evanescent,white,several,woods
6590,poisonous,flat,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,white,white,one,evanescent,white,several,woods
6591,poisonous,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,white,pink,white,one,evanescent,white,several,woods
6592,poisonous,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,pink,white,one,evanescent,white,several,woods
6593,poisonous,flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,pink,white,one,evanescent,white,several,leaves
6594,poisonous,flat,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,pink,white,one,evanescent,white,several,paths
6595,poisonous,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink,white,one,evanescent,white,several,paths
6596,poisonous,convex,scaly,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,white,white,one,evanescent,white,several,woods
6597,edible,convex,fibrous,white,no,none,free,crowded,broad,pink,enlarging,equal,silky,smooth,white,white,white,two,pendant,white,numerous,grasses
6598,poisonous,convex,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,white,white,one,evanescent,white,several,woods
6599,poisonous,convex,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,white,white,one,evanescent,white,several,leaves
6600,poisonous,flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,white,white,one,evanescent,white,several,leaves
6601,poisonous,convex,smooth,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,pink,white,one,evanescent,white,several,woods
6602,poisonous,convex,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,white,white,one,evanescent,white,several,woods
6603,poisonous,convex,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,white,white,one,evanescent,white,several,paths
6604,poisonous,convex,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,silky,white,white,white,one,evanescent,white,several,leaves
6605,edible,convex,fibrous,gray,no,none,free,crowded,broad,pink,enlarging,equal,smooth,silky,white,white,white,two,pendant,white,numerous,grasses
6606,poisonous,flat,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,pink,white,one,evanescent,white,several,leaves
6607,poisonous,flat,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,pink,white,one,evanescent,white,several,leaves
6608,poisonous,convex,scaly,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,white,white,one,evanescent,white,several,paths
6609,poisonous,convex,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,white,white,one,evanescent,white,several,paths
6610,poisonous,knobbed,smooth,red,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,pink,white,one,evanescent,white,several,paths
6611,poisonous,knobbed,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,white,white,one,evanescent,white,several,woods
6612,poisonous,flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,pink,white,one,evanescent,white,several,woods
6613,poisonous,convex,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,white,white,white,one,evanescent,white,several,leaves
6614,poisonous,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,white,white,one,evanescent,white,several,leaves
6615,poisonous,convex,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,white,white,one,evanescent,white,several,paths
6616,poisonous,flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,silky,white,white,white,one,evanescent,white,several,woods
6617,poisonous,convex,smooth,brown,no,spicy,free,close,narrow,buff,tapering,equal,silky,smooth,white,white,white,one,evanescent,white,several,paths
6618,edible,knobbed,fibrous,white,no,none,free,crowded,broad,pink,enlarging,equal,smooth,silky,white,white,white,two,pendant,white,numerous,grasses
6619,poisonous,knobbed,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,white,white,one,evanescent,white,several,woods
6620,poisonous,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,white,white,one,evanescent,white,several,woods
6621,poisonous,convex,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,pink,white,one,evanescent,white,several,woods
6622,poisonous,convex,smooth,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,pink,white,one,evanescent,white,several,leaves
6623,poisonous,convex,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,pink,white,one,evanescent,white,several,woods
6624,poisonous,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,pink,white,one,evanescent,white,several,leaves
6625,poisonous,flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,pink,white,one,evanescent,white,several,leaves
6626,poisonous,convex,scaly,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,white,white,one,evanescent,white,several,leaves
6627,poisonous,flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink,white,one,evanescent,white,several,paths
6628,poisonous,convex,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,white,white,one,evanescent,white,several,woods
6629,poisonous,convex,smooth,brown,no,spicy,free,close,narrow,buff,tapering,equal,silky,smooth,pink,white,white,one,evanescent,white,several,paths
6630,poisonous,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,white,pink,white,one,evanescent,white,several,leaves
6631,poisonous,flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,pink,white,one,evanescent,white,several,leaves
6632,poisonous,flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,white,white,one,evanescent,white,several,leaves
6633,poisonous,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,white,white,one,evanescent,white,several,woods
6634,poisonous,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink,white,one,evanescent,white,several,paths
6635,poisonous,flat,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,white,white,one,evanescent,white,several,paths
6636,poisonous,flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,pink,white,one,evanescent,white,several,leaves
6637,poisonous,convex,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,pink,white,one,evanescent,white,several,paths
6638,poisonous,knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink,white,one,evanescent,white,several,paths
6639,poisonous,flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,white,white,one,evanescent,white,several,paths
6640,poisonous,flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,pink,white,one,evanescent,white,several,paths
6641,poisonous,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,pink,white,one,evanescent,white,several,woods
6642,poisonous,flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,white,white,one,evanescent,white,several,paths
6643,poisonous,knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,pink,white,one,evanescent,white,several,paths
6644,poisonous,flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,white,white,one,evanescent,white,several,paths
6645,poisonous,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,white,white,one,evanescent,white,several,paths
6646,edible,convex,smooth,brown,no,none,attached,close,broad,brown,enlarging,equal,smooth,smooth,orange,orange,orange,one,pendant,buff,several,leaves
6647,poisonous,convex,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,white,white,one,evanescent,white,several,leaves
6648,poisonous,knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,white,white,one,evanescent,white,several,leaves
6649,poisonous,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,pink,white,one,evanescent,white,several,woods
6650,poisonous,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,equal,silky,smooth,white,white,white,one,evanescent,white,several,woods
6651,poisonous,convex,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,pink,white,one,evanescent,white,several,paths
