class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-color,ring-number,ring-type,spore-print-color,population,habitat
poisonous,sunken,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,white,white,one,evanescent,white,several,leaves
poisonous,sunken,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,white,pink,white,one,evanescent,white,several,paths
poisonous,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,white,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,pink,white,one,evanescent,white,several,woods
poisonous,sunken,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,white,white,one,evanescent,white,several,leaves
poisonous,sunken,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,white,white,one,evanescent,white,several,leaves
poisonous,sunken,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,pink,white,one,evanescent,white,several,leaves
poisonous,sunken,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,pink,white,one,evanescent,white,several,leaves
poisonous,knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,white,white,one,evanescent,white,several,paths
poisonous,sunken,smooth,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,pink,white,one,evanescent,white,several,paths
poisonous,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,pink,white,one,evanescent,white,several,woods
poisonous,sunken,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,white,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink,white,one,evanescent,white,several,paths
poisonous,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,white,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,white,white,one,evanescent,white,several,leaves
poisonous,sunken,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,pink,white,one,evanescent,white,several,leaves
poisonous,sunken,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,white,white,one,evanescent,white,several,leaves
poisonous,sunken,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,silky,white,pink,white,one,evanescent,white,several,woods
poisonous,sunken,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,white,white,one,evanescent,white,several,woods
poisonous,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,pink,white,one,evanescent,white,several,paths
poisonous,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,white,white,one,evanescent,white,several,leaves
poisonous,sunken,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,pink,white,one,evanescent,white,several,leaves
poisonous,knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,white,white,one,evanescent,white,several,paths
poisonous,flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,white,white,one,evanescent,white,several,woods
poisonous,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,white,white,one,evanescent,white,several,woods
poisonous,sunken,smooth,red,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,silky,white,pink,white,one,evanescent,white,several,paths
poisonous,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,pink,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,white,pink,white,one,evanescent,white,several,paths
poisonous,sunken,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,pink,white,one,evanescent,white,several,leaves
poisonous,sunken,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,pink,white,one,evanescent,white,several,paths
poisonous,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,pink,white,one,evanescent,white,several,leaves
poisonous,sunken,smooth,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,white,white,one,evanescent,white,several,paths
poisonous,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,pink,white,one,evanescent,white,several,paths
poisonous,sunken,smooth,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,pink,white,one,evanescent,white,several,woods
poisonous,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,white,white,white,one,evanescent,white,several,woods
poisonous,sunken,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,pink,white,one,evanescent,white,several,paths
poisonous,sunken,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,white,pink,white,one,evanescent,white,several,paths
poisonous,sunken,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,white,pink,white,one,evanescent,white,several,paths
poisonous,knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,pink,white,one,evanescent,white,several,woods
poisonous,sunken,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,white,white,one,evanescent,white,several,woods
poisonous,sunken,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,pink,white,one,evanescent,white,several,woods
poisonous,sunken,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,white,white,white,one,evanescent,white,several,woods
poisonous,sunken,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,white,white,one,evanescent,white,several,woods
poisonous,sunken,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,pink,white,one,evanescent,white,several,woods
poisonous,sunken,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,white,pink,white,one,evanescent,white,several,leaves
poisonous,sunken,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,pink,white,one,evanescent,white,several,woods
poisonous,flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,white,white,one,evanescent,white,several,woods
poisonous,sunken,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,white,white,one,evanescent,white,several,woods
poisonous,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,white,white,one,evanescent,white,several,woods
poisonous,sunken,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,white,white,white,one,evanescent,white,several,woods
poisonous,flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,white,white,one,evanescent,white,several,paths
poisonous,sunken,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,pink,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,white,white,one,evanescent,white,several,woods
poisonous,sunken,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,pink,white,one,evanescent,white,several,leaves
poisonous,knobbed,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,white,white,one,evanescent,white,several,paths
poisonous,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,pink,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,pink,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,pink,white,one,evanescent,white,several,paths
poisonous,knobbed,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink,white,one,evanescent,white,several,paths
poisonous,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,white,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,white,white,one,evanescent,white,several,paths
poisonous,sunken,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,white,white,one,evanescent,white,several,woods
poisonous,flat,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,pink,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,white,white,one,evanescent,white,several,woods
poisonous,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,white,white,one,evanescent,white,several,woods
poisonous,sunken,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,pink,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,silky,white,pink,white,one,evanescent,white,several,paths
poisonous,knobbed,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,white,white,white,one,evanescent,white,several,woods
poisonous,flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,white,white,one,evanescent,white,several,paths
poisonous,knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,pink,white,one,evanescent,white,several,woods
poisonous,sunken,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,pink,white,one,evanescent,white,several,leaves
poisonous,sunken,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,pink,white,one,evanescent,white,several,paths
poisonous,sunken,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,white,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,pink,white,one,evanescent,white,several,leaves
poisonous,sunken,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,pink,white,one,evanescent,white,several,paths
poisonous,sunken,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,pink,white,one,evanescent,white,several,paths
poisonous,sunken,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,white,white,one,evanescent,white,several,woods
poisonous,flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,pink,white,one,evanescent,white,several,leaves
poisonous,sunken,smooth,red,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,pink,white,one,evanescent,white,several,paths
poisonous,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,white,white,one,evanescent,white,several,woods
poisonous,flat,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,white,pink,white,one,evanescent,white,several,leaves
poisonous,sunken,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,white,white,white,one,evanescent,white,several,woods
poisonous,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,pink,white,one,evanescent,white,several,paths
poisonous,sunken,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,pink,white,one,evanescent,white,several,paths
poisonous,flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,pink,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,white,white,one,evanescent,white,several,leaves
poisonous,sunken,smooth,red,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,silky,white,pink,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,silky,white,white,white,one,evanescent,white,several,woods
poisonous,flat,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,white,white,one,evanescent,white,several,paths
poisonous,sunken,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,white,white,one,evanescent,white,several,paths
poisonous,flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,white,white,one,evanescent,white,several,woods
poisonous,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,white,white,one,evanescent,white,several,leaves
poisonous,sunken,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,white,white,one,evanescent,white,several,leaves
poisonous,knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,pink,white,one,evanescent,white,several,leaves
poisonous,sunken,smooth,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink,white,one,evanescent,white,several,paths
edible,knobbed,smooth,white,no,none,free,crowded,broad,gray,enlarging,bulbous,smooth,silky,white,white,white,two,pendant,white,scattered,grasses
poisonous,flat,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,pink,white,one,evanescent,white,several,woods
poisonous,sunken,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,pink,white,one,evanescent,white,several,paths
poisonous,knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,white,white,one,evanescent,white,several,paths
poisonous,knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,white,white,white,one,evanescent,white,several,leaves
poisonous,knobbed,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,pink,white,one,evanescent,white,several,paths
poisonous,sunken,smooth,red,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,white,white,one,evanescent,white,several,woods
poisonous,flat,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink,white,one,evanescent,white,several,paths
poisonous,flat,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,pink,white,one,evanescent,white,several,paths
poisonous,sunken,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink,white,one,evanescent,white,several,woods
poisonous,flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,white,white,one,evanescent,white,several,woods
poisonous,sunken,scaly,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,white,white,one,evanescent,white,several,woods
poisonous,flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,pink,white,one,evanescent,white,several,leaves
poisonous,sunken,scaly,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,pink,white,one,evanescent,white,several,leaves
poisonous,knobbed,scaly,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,silky,white,pink,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,white,white,one,evanescent,white,several,leaves
poisonous,sunken,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,pink,white,one,evanescent,white,several,paths
poisonous,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,pink,white,one,evanescent,white,several,woods
poisonous,flat,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,pink,white,one,evanescent,white,several,woods
poisonous,sunken,smooth,red,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,white,white,one,evanescent,white,several,woods
poisonous,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,pink,white,one,evanescent,white,several,woods
poisonous,flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink,white,one,evanescent,white,several,leaves
